line;field;message
3061;kunden_id;not an integer
3062;kunden_id;not an integer
3062;punkte;must be 1-5
3063;kunden_id;not an integer
3064;kunden_id;not an integer
3065;kunden_id;not an integer
3065;punkte;must be 1-5
3066;kunden_id;not an integer
3066;punkte;must be 1-5
3067;kunden_id;not an integer
3067;punkte;must be 1-5
3068;kunden_id;not an integer
3068;punkte;must be 1-5
3069;kunden_id;not an integer
3069;punkte;must be 1-5
3070;kunden_id;not an integer
3070;punkte;must be 1-5
3071;kunden_id;not an integer
3072;kunden_id;not an integer
3073;kunden_id;not an integer
3074;kunden_id;not an integer
3075;kunden_id;not an integer
3076;kunden_id;not an integer
3077;kunden_id;not an integer
3077;punkte;must be 1-5
3078;kunden_id;not an integer
3079;kunden_id;not an integer
3079;punkte;must be 1-5
3080;kunden_id;not an integer
3080;punkte;must be 1-5
3081;kunden_id;not an integer
3082;kunden_id;not an integer
3083;kunden_id;not an integer
3083;punkte;must be 1-5
3084;kunden_id;not an integer
3085;kunden_id;not an integer
3085;punkte;must be 1-5
3086;kunden_id;not an integer
3087;kunden_id;not an integer
3088;kunden_id;not an integer
3088;punkte;must be 1-5
3089;kunden_id;not an integer
3090;kunden_id;not an integer
3091;kunden_id;not an integer
3092;kunden_id;not an integer
3093;kunden_id;not an integer
3094;kunden_id;not an integer
3094;punkte;must be 1-5
3095;kunden_id;not an integer
3095;punkte;must be 1-5
3096;kunden_id;not an integer
3097;kunden_id;not an integer
3098;kunden_id;not an integer
3098;punkte;must be 1-5
3099;kunden_id;not an integer
3100;kunden_id;not an integer
3100;punkte;must be 1-5
3101;kunden_id;not an integer
3102;kunden_id;not an integer
3102;punkte;must be 1-5
3103;kunden_id;not an integer
3103;punkte;must be 1-5
3104;kunden_id;not an integer
3105;kunden_id;not an integer
3105;punkte;must be 1-5
3106;kunden_id;not an integer
3106;punkte;must be 1-5
3107;kunden_id;not an integer
3107;punkte;must be 1-5
3108;kunden_id;not an integer
3108;punkte;must be 1-5
3109;kunden_id;not an integer
3109;punkte;must be 1-5
3110;kunden_id;not an integer
3111;kunden_id;not an integer
3112;kunden_id;not an integer
3112;punkte;must be 1-5
3113;kunden_id;not an integer
3113;punkte;must be 1-5
3114;kunden_id;not an integer
3114;punkte;must be 1-5
3115;kunden_id;not an integer
3115;punkte;must be 1-5
3116;kunden_id;not an integer
3116;punkte;must be 1-5
3117;kunden_id;not an integer
3118;kunden_id;not an integer
3118;punkte;must be 1-5
3119;kunden_id;not an integer
3120;kunden_id;not an integer
3120;punkte;must be 1-5
3121;kunden_id;not an integer
3121;punkte;must be 1-5
3122;kunden_id;not an integer
3123;kunden_id;not an integer
3123;punkte;must be 1-5
3124;kunden_id;not an integer
3125;kunden_id;not an integer
3126;kunden_id;not an integer
3127;kunden_id;not an integer
3127;punkte;must be 1-5
3128;kunden_id;not an integer
3129;kunden_id;not an integer
3129;punkte;must be 1-5
3130;kunden_id;not an integer
3130;punkte;must be 1-5
3131;kunden_id;not an integer
3132;kunden_id;not an integer
3132;punkte;must be 1-5
3133;kunden_id;not an integer
3133;punkte;must be 1-5
3134;kunden_id;not an integer
3135;kunden_id;not an integer
3136;kunden_id;not an integer
3136;punkte;must be 1-5
3137;kunden_id;not an integer
3137;punkte;must be 1-5
3138;kunden_id;not an integer
3138;punkte;must be 1-5
3139;kunden_id;not an integer
3139;punkte;must be 1-5
3140;kunden_id;not an integer
3141;kunden_id;not an integer
3142;kunden_id;not an integer
3142;punkte;must be 1-5
3143;kunden_id;not an integer
3143;punkte;must be 1-5
3144;kunden_id;not an integer
3144;punkte;must be 1-5
3145;kunden_id;not an integer
3145;punkte;must be 1-5
3146;kunden_id;not an integer
3147;kunden_id;not an integer
3148;kunden_id;not an integer
3149;kunden_id;not an integer
3150;kunden_id;not an integer
3150;punkte;must be 1-5
3151;kunden_id;not an integer
3151;punkte;must be 1-5
3152;kunden_id;not an integer
3153;kunden_id;not an integer
3153;punkte;must be 1-5
3154;kunden_id;not an integer
3154;punkte;must be 1-5
3155;kunden_id;not an integer
3155;punkte;must be 1-5
3156;kunden_id;not an integer
3157;kunden_id;not an integer
3157;punkte;must be 1-5
3158;kunden_id;not an integer
3158;punkte;must be 1-5
3159;kunden_id;not an integer
3160;kunden_id;not an integer
3160;punkte;must be 1-5
3161;kunden_id;not an integer
3161;punkte;must be 1-5
3162;kunden_id;not an integer
3163;kunden_id;not an integer
3164;kunden_id;not an integer
3164;punkte;must be 1-5
3165;kunden_id;not an integer
3166;kunden_id;not an integer
3167;kunden_id;not an integer
3167;punkte;must be 1-5
3168;kunden_id;not an integer
3168;punkte;must be 1-5
3169;kunden_id;not an integer
3169;punkte;must be 1-5
3170;kunden_id;not an integer
3171;kunden_id;not an integer
3171;punkte;must be 1-5
3172;kunden_id;not an integer
3172;punkte;must be 1-5
3173;kunden_id;not an integer
3173;punkte;must be 1-5
3174;kunden_id;not an integer
3175;kunden_id;not an integer
3176;kunden_id;not an integer
3177;kunden_id;not an integer
3177;punkte;must be 1-5
3178;kunden_id;not an integer
3179;kunden_id;not an integer
3179;punkte;must be 1-5
3180;kunden_id;not an integer
3180;punkte;must be 1-5
3181;kunden_id;not an integer
3181;punkte;must be 1-5
3182;kunden_id;not an integer
3183;kunden_id;not an integer
3183;punkte;must be 1-5
3184;kunden_id;not an integer
3185;kunden_id;not an integer
3185;punkte;must be 1-5
3186;kunden_id;not an integer
3186;punkte;must be 1-5
3187;kunden_id;not an integer
3187;punkte;must be 1-5
3188;kunden_id;not an integer
3189;kunden_id;not an integer
3189;punkte;must be 1-5
3190;kunden_id;not an integer
3191;kunden_id;not an integer
3191;punkte;must be 1-5
3192;kunden_id;not an integer
3193;kunden_id;not an integer
3194;kunden_id;not an integer
3194;punkte;must be 1-5
3195;kunden_id;not an integer
3195;punkte;must be 1-5
3196;kunden_id;not an integer
3196;punkte;must be 1-5
3197;kunden_id;not an integer
3198;kunden_id;not an integer
3198;punkte;must be 1-5
3199;kunden_id;not an integer
3200;kunden_id;not an integer
3200;punkte;must be 1-5
3201;kunden_id;not an integer
3202;kunden_id;not an integer
3203;kunden_id;not an integer
3204;kunden_id;not an integer
3204;punkte;must be 1-5
3205;kunden_id;not an integer
3206;kunden_id;not an integer
3207;kunden_id;not an integer
3208;kunden_id;not an integer
3209;kunden_id;not an integer
3209;punkte;must be 1-5
3210;kunden_id;not an integer
3210;punkte;must be 1-5
3211;kunden_id;not an integer
3211;punkte;must be 1-5
3212;kunden_id;not an integer
3212;punkte;must be 1-5
3213;kunden_id;not an integer
3213;punkte;must be 1-5
3214;kunden_id;not an integer
3215;kunden_id;not an integer
3216;kunden_id;not an integer
3216;punkte;must be 1-5
3217;kunden_id;not an integer
3217;punkte;must be 1-5
3218;kunden_id;not an integer
3219;kunden_id;not an integer
3220;kunden_id;not an integer
3221;kunden_id;not an integer
3221;punkte;must be 1-5
3222;kunden_id;not an integer
3222;punkte;must be 1-5
3223;kunden_id;not an integer
3224;kunden_id;not an integer
3224;punkte;must be 1-5
3225;kunden_id;not an integer
3225;punkte;must be 1-5
3226;kunden_id;not an integer
3226;punkte;must be 1-5
3227;kunden_id;not an integer
3228;kunden_id;not an integer
3228;punkte;must be 1-5
3229;kunden_id;not an integer
3230;kunden_id;not an integer
3231;kunden_id;not an integer
3232;kunden_id;not an integer
3233;kunden_id;not an integer
3233;punkte;must be 1-5
3234;kunden_id;not an integer
3235;kunden_id;not an integer
3236;kunden_id;not an integer
3237;kunden_id;not an integer
3237;punkte;must be 1-5
3238;kunden_id;not an integer
3238;punkte;must be 1-5
3239;kunden_id;not an integer
3240;kunden_id;not an integer
3241;kunden_id;not an integer
3242;kunden_id;not an integer
3243;kunden_id;not an integer
3243;punkte;must be 1-5
3244;kunden_id;not an integer
3245;kunden_id;not an integer
3245;punkte;must be 1-5
3246;kunden_id;not an integer
3247;kunden_id;not an integer
3247;punkte;must be 1-5
3248;kunden_id;not an integer
3248;punkte;must be 1-5
3249;kunden_id;not an integer
3250;kunden_id;not an integer
3251;kunden_id;not an integer
3251;punkte;must be 1-5
3252;kunden_id;not an integer
3252;punkte;must be 1-5
3253;kunden_id;not an integer
3253;punkte;must be 1-5
3254;kunden_id;not an integer
3255;kunden_id;not an integer
3255;punkte;must be 1-5
3256;kunden_id;not an integer
3256;punkte;must be 1-5
3257;kunden_id;not an integer
3258;kunden_id;not an integer
3258;punkte;must be 1-5
3259;kunden_id;not an integer
3260;kunden_id;not an integer
3261;kunden_id;not an integer
3262;kunden_id;not an integer
3263;kunden_id;not an integer
3264;kunden_id;not an integer
3264;punkte;must be 1-5
3265;kunden_id;not an integer
3265;punkte;must be 1-5
3266;kunden_id;not an integer
3266;punkte;must be 1-5
3267;kunden_id;not an integer
3268;kunden_id;not an integer
3268;punkte;must be 1-5
3269;kunden_id;not an integer
3269;punkte;must be 1-5
3270;kunden_id;not an integer
3270;punkte;must be 1-5
3271;kunden_id;not an integer
3271;punkte;must be 1-5
3272;kunden_id;not an integer
3272;punkte;must be 1-5
3273;kunden_id;not an integer
3274;kunden_id;not an integer
3274;punkte;must be 1-5
3275;kunden_id;not an integer
3275;punkte;must be 1-5
3276;kunden_id;not an integer
3276;punkte;must be 1-5
3277;kunden_id;not an integer
3277;punkte;must be 1-5
3278;kunden_id;not an integer
3278;punkte;must be 1-5
3279;kunden_id;not an integer
3279;punkte;must be 1-5
3280;kunden_id;not an integer
3281;kunden_id;not an integer
3282;kunden_id;not an integer
3283;kunden_id;not an integer
3284;kunden_id;not an integer
3284;punkte;must be 1-5
3285;kunden_id;not an integer
3285;punkte;must be 1-5
3286;kunden_id;not an integer
3287;kunden_id;not an integer
3288;kunden_id;not an integer
3289;kunden_id;not an integer
3289;punkte;must be 1-5
3290;kunden_id;not an integer
3290;punkte;must be 1-5
3291;kunden_id;not an integer
3292;kunden_id;not an integer
3292;punkte;must be 1-5
3293;kunden_id;not an integer
3293;punkte;must be 1-5
3294;kunden_id;not an integer
3294;punkte;must be 1-5
3295;kunden_id;not an integer
3296;kunden_id;not an integer
3297;kunden_id;not an integer
3298;kunden_id;not an integer
3299;kunden_id;not an integer
3299;punkte;must be 1-5
3300;kunden_id;not an integer
3300;punkte;must be 1-5
3301;kunden_id;not an integer
3302;kunden_id;not an integer
3303;kunden_id;not an integer
3303;punkte;must be 1-5
3304;kunden_id;not an integer
3305;kunden_id;not an integer
3305;punkte;must be 1-5
3306;kunden_id;not an integer
3307;kunden_id;not an integer
3307;punkte;must be 1-5
3308;kunden_id;not an integer
3309;kunden_id;not an integer
3309;punkte;must be 1-5
3310;kunden_id;not an integer
3310;punkte;must be 1-5
3311;kunden_id;not an integer
3311;punkte;must be 1-5
3312;kunden_id;not an integer
3312;punkte;must be 1-5
3313;kunden_id;not an integer
3313;punkte;must be 1-5
3314;kunden_id;not an integer
3315;kunden_id;not an integer
3316;kunden_id;not an integer
3316;punkte;must be 1-5
3317;kunden_id;not an integer
3317;punkte;must be 1-5
3318;kunden_id;not an integer
3318;punkte;must be 1-5
3319;kunden_id;not an integer
3319;punkte;must be 1-5
3320;kunden_id;not an integer
3320;punkte;must be 1-5
3321;kunden_id;not an integer
3322;kunden_id;not an integer
3323;kunden_id;not an integer
3324;kunden_id;not an integer
3325;kunden_id;not an integer
3325;punkte;must be 1-5
3326;kunden_id;not an integer
3326;punkte;must be 1-5
3327;kunden_id;not an integer
3327;punkte;must be 1-5
3328;kunden_id;not an integer
3329;kunden_id;not an integer
3329;punkte;must be 1-5
3330;kunden_id;not an integer
3331;kunden_id;not an integer
3331;punkte;must be 1-5
3332;kunden_id;not an integer
3332;punkte;must be 1-5
3333;kunden_id;not an integer
3333;punkte;must be 1-5
3334;kunden_id;not an integer
3334;punkte;must be 1-5
3335;kunden_id;not an integer
3335;punkte;must be 1-5
3336;kunden_id;not an integer
3336;punkte;must be 1-5
3337;kunden_id;not an integer
3337;punkte;must be 1-5
3338;kunden_id;not an integer
3338;punkte;must be 1-5
3339;kunden_id;not an integer
3340;kunden_id;not an integer
3341;kunden_id;not an integer
3342;kunden_id;not an integer
3342;punkte;must be 1-5
3343;kunden_id;not an integer
3344;kunden_id;not an integer
3345;kunden_id;not an integer
3345;punkte;must be 1-5
3346;kunden_id;not an integer
3347;kunden_id;not an integer
3347;punkte;must be 1-5
3348;kunden_id;not an integer
3348;punkte;must be 1-5
3349;kunden_id;not an integer
3350;kunden_id;not an integer
3350;punkte;must be 1-5
3351;kunden_id;not an integer
3352;kunden_id;not an integer
3353;kunden_id;not an integer
3353;punkte;must be 1-5
3354;kunden_id;not an integer
3355;kunden_id;not an integer
3355;punkte;must be 1-5
3356;kunden_id;not an integer
3357;kunden_id;not an integer
3357;punkte;must be 1-5
3358;kunden_id;not an integer
3358;punkte;must be 1-5
3359;kunden_id;not an integer
3359;punkte;must be 1-5
3360;kunden_id;not an integer
3360;punkte;must be 1-5
3361;kunden_id;not an integer
3362;kunden_id;not an integer
3362;punkte;must be 1-5
3363;kunden_id;not an integer
3364;kunden_id;not an integer
3364;punkte;must be 1-5
3365;kunden_id;not an integer
3366;kunden_id;not an integer
3367;kunden_id;not an integer
3367;punkte;must be 1-5
3368;kunden_id;not an integer
3368;punkte;must be 1-5
3369;kunden_id;not an integer
3369;punkte;must be 1-5
3370;kunden_id;not an integer
3370;punkte;must be 1-5
3371;kunden_id;not an integer
3372;kunden_id;not an integer
3372;punkte;must be 1-5
3373;kunden_id;not an integer
3374;kunden_id;not an integer
3374;punkte;must be 1-5
3375;kunden_id;not an integer
3375;punkte;must be 1-5
3376;kunden_id;not an integer
3377;kunden_id;not an integer
3378;kunden_id;not an integer
3378;punkte;must be 1-5
3379;kunden_id;not an integer
3379;punkte;must be 1-5
3380;kunden_id;not an integer
3381;kunden_id;not an integer
3381;punkte;must be 1-5
3382;kunden_id;not an integer
3383;kunden_id;not an integer
3384;kunden_id;not an integer
3385;kunden_id;not an integer
3385;punkte;must be 1-5
3386;kunden_id;not an integer
3386;punkte;must be 1-5
3387;kunden_id;not an integer
3387;punkte;must be 1-5
3388;kunden_id;not an integer
3389;kunden_id;not an integer
3390;kunden_id;not an integer
3390;punkte;must be 1-5
3391;kunden_id;not an integer
3391;punkte;must be 1-5
3392;kunden_id;not an integer
3392;punkte;must be 1-5
3393;kunden_id;not an integer
3394;kunden_id;not an integer
3394;punkte;must be 1-5
3395;kunden_id;not an integer
3395;punkte;must be 1-5
3396;kunden_id;not an integer
3397;kunden_id;not an integer
3397;punkte;must be 1-5
3398;kunden_id;not an integer
3399;kunden_id;not an integer
3399;punkte;must be 1-5
3400;kunden_id;not an integer
3400;punkte;must be 1-5
3401;kunden_id;not an integer
3401;punkte;must be 1-5
3402;kunden_id;not an integer
3402;punkte;must be 1-5
3403;kunden_id;not an integer
3404;kunden_id;not an integer
3404;punkte;must be 1-5
3405;kunden_id;not an integer
3406;kunden_id;not an integer
3406;punkte;must be 1-5
3407;kunden_id;not an integer
3407;punkte;must be 1-5
3408;kunden_id;not an integer
3409;kunden_id;not an integer
3410;kunden_id;not an integer
3410;punkte;must be 1-5
3411;kunden_id;not an integer
3411;punkte;must be 1-5
3412;kunden_id;not an integer
3412;punkte;must be 1-5
3413;kunden_id;not an integer
3414;kunden_id;not an integer
3414;punkte;must be 1-5
3415;kunden_id;not an integer
3416;kunden_id;not an integer
3417;kunden_id;not an integer
3417;punkte;must be 1-5
3418;kunden_id;not an integer
3419;kunden_id;not an integer
3420;kunden_id;not an integer
3421;kunden_id;not an integer
3421;punkte;must be 1-5
3422;kunden_id;not an integer
3422;punkte;must be 1-5
3423;kunden_id;not an integer
3423;punkte;must be 1-5
3424;kunden_id;not an integer
3424;punkte;must be 1-5
3425;kunden_id;not an integer
3425;punkte;must be 1-5
3426;kunden_id;not an integer
3427;kunden_id;not an integer
3428;kunden_id;not an integer
3428;punkte;must be 1-5
3429;kunden_id;not an integer
3430;kunden_id;not an integer
3431;kunden_id;not an integer
3431;punkte;must be 1-5
3432;kunden_id;not an integer
3433;kunden_id;not an integer
3433;punkte;must be 1-5
3434;kunden_id;not an integer
3434;punkte;must be 1-5
3435;kunden_id;not an integer
3436;kunden_id;not an integer
3436;punkte;must be 1-5
3437;kunden_id;not an integer
3437;punkte;must be 1-5
3438;kunden_id;not an integer
3439;kunden_id;not an integer
3439;punkte;must be 1-5
3440;kunden_id;not an integer
3440;punkte;must be 1-5
3441;kunden_id;not an integer
3442;kunden_id;not an integer
3442;punkte;must be 1-5
3443;kunden_id;not an integer
3443;punkte;must be 1-5
3444;kunden_id;not an integer
3444;punkte;must be 1-5
3445;kunden_id;not an integer
3446;kunden_id;not an integer
3446;punkte;must be 1-5
3447;kunden_id;not an integer
3447;punkte;must be 1-5
3448;kunden_id;not an integer
3448;punkte;must be 1-5
3449;kunden_id;not an integer
3449;punkte;must be 1-5
3450;kunden_id;not an integer
3451;kunden_id;not an integer
3451;punkte;must be 1-5
3452;kunden_id;not an integer
3452;punkte;must be 1-5
3453;kunden_id;not an integer
3454;kunden_id;not an integer
3455;kunden_id;not an integer
3456;kunden_id;not an integer
3457;kunden_id;not an integer
3457;punkte;must be 1-5
3458;kunden_id;not an integer
3459;kunden_id;not an integer
3460;kunden_id;not an integer
3461;kunden_id;not an integer
3462;kunden_id;not an integer
3462;punkte;must be 1-5
3463;kunden_id;not an integer
3463;punkte;must be 1-5
3464;kunden_id;not an integer
3464;punkte;must be 1-5
3465;kunden_id;not an integer
3466;kunden_id;not an integer
3467;kunden_id;not an integer
3468;kunden_id;not an integer
3469;kunden_id;not an integer
3469;punkte;must be 1-5
3470;kunden_id;not an integer
3470;punkte;must be 1-5
3471;kunden_id;not an integer
3472;kunden_id;not an integer
3472;punkte;must be 1-5
3473;kunden_id;not an integer
3473;punkte;must be 1-5
3474;kunden_id;not an integer
3474;punkte;must be 1-5
3475;kunden_id;not an integer
3476;kunden_id;not an integer
3476;punkte;must be 1-5
3477;kunden_id;not an integer
3477;punkte;must be 1-5
3478;kunden_id;not an integer
3479;kunden_id;not an integer
3479;punkte;must be 1-5
3480;kunden_id;not an integer
3480;punkte;must be 1-5
3481;kunden_id;not an integer
3481;punkte;must be 1-5
3482;kunden_id;not an integer
3483;kunden_id;not an integer
3484;kunden_id;not an integer
3485;kunden_id;not an integer
3485;punkte;must be 1-5
3486;kunden_id;not an integer
3487;kunden_id;not an integer
3487;punkte;must be 1-5
3488;kunden_id;not an integer
3488;punkte;must be 1-5
3489;kunden_id;not an integer
3489;punkte;must be 1-5
3490;kunden_id;not an integer
3490;punkte;must be 1-5
3491;kunden_id;not an integer
3491;punkte;must be 1-5
3492;kunden_id;not an integer
3492;punkte;must be 1-5
3493;kunden_id;not an integer
3494;kunden_id;not an integer
3495;kunden_id;not an integer
3495;punkte;must be 1-5
3496;kunden_id;not an integer
3496;punkte;must be 1-5
3497;kunden_id;not an integer
3497;punkte;must be 1-5
3498;kunden_id;not an integer
3498;punkte;must be 1-5
3499;kunden_id;not an integer
3500;kunden_id;not an integer
3501;kunden_id;not an integer
3501;punkte;must be 1-5
3502;kunden_id;not an integer
3503;kunden_id;not an integer
3503;punkte;must be 1-5
3504;kunden_id;not an integer
3504;punkte;must be 1-5
3505;kunden_id;not an integer
3505;punkte;must be 1-5
3506;kunden_id;not an integer
3506;punkte;must be 1-5
3507;kunden_id;not an integer
3508;kunden_id;not an integer
3509;kunden_id;not an integer
3510;kunden_id;not an integer
3511;kunden_id;not an integer
3512;kunden_id;not an integer
3512;punkte;must be 1-5
3513;kunden_id;not an integer
3513;punkte;must be 1-5
3514;kunden_id;not an integer
3515;kunden_id;not an integer
3516;kunden_id;not an integer
3516;punkte;must be 1-5
3517;kunden_id;not an integer
3517;punkte;must be 1-5
3518;kunden_id;not an integer
3518;punkte;must be 1-5
3519;kunden_id;not an integer
3520;kunden_id;not an integer
3520;punkte;must be 1-5
3521;kunden_id;not an integer
3522;kunden_id;not an integer
3522;punkte;must be 1-5
3523;kunden_id;not an integer
3523;punkte;must be 1-5
3524;kunden_id;not an integer
3524;punkte;must be 1-5
3525;kunden_id;not an integer
3525;punkte;must be 1-5
3526;kunden_id;not an integer
3527;kunden_id;not an integer
3528;kunden_id;not an integer
3528;punkte;must be 1-5
3529;kunden_id;not an integer
3529;punkte;must be 1-5
3530;kunden_id;not an integer
3530;punkte;must be 1-5
3531;kunden_id;not an integer
3531;punkte;must be 1-5
3532;kunden_id;not an integer
3533;kunden_id;not an integer
3533;punkte;must be 1-5
3534;kunden_id;not an integer
3534;punkte;must be 1-5
3535;kunden_id;not an integer
3535;punkte;must be 1-5
3536;kunden_id;not an integer
3536;punkte;must be 1-5
3537;kunden_id;not an integer
3537;punkte;must be 1-5
3538;kunden_id;not an integer
3538;punkte;must be 1-5
3539;kunden_id;not an integer
3539;punkte;must be 1-5
3540;kunden_id;not an integer
3540;punkte;must be 1-5
3541;kunden_id;not an integer
3541;punkte;must be 1-5
3542;kunden_id;not an integer
3542;punkte;must be 1-5
3543;kunden_id;not an integer
3544;kunden_id;not an integer
3545;kunden_id;not an integer
3545;punkte;must be 1-5
3546;kunden_id;not an integer
3547;kunden_id;not an integer
3547;punkte;must be 1-5
3548;kunden_id;not an integer
3548;punkte;must be 1-5
3549;kunden_id;not an integer
3549;punkte;must be 1-5
3550;kunden_id;not an integer
3550;punkte;must be 1-5
3551;kunden_id;not an integer
3551;punkte;must be 1-5
3552;kunden_id;not an integer
3552;punkte;must be 1-5
3553;kunden_id;not an integer
3553;punkte;must be 1-5
3554;kunden_id;not an integer
3554;punkte;must be 1-5
3555;kunden_id;not an integer
3556;kunden_id;not an integer
3557;kunden_id;not an integer
3557;punkte;must be 1-5
3558;kunden_id;not an integer
3558;punkte;must be 1-5
3559;kunden_id;not an integer
3559;punkte;must be 1-5
3560;kunden_id;not an integer
3561;kunden_id;not an integer
3561;punkte;must be 1-5
3562;kunden_id;not an integer
3562;punkte;must be 1-5
3563;kunden_id;not an integer
3563;punkte;must be 1-5
3564;kunden_id;not an integer
3565;kunden_id;not an integer
3566;kunden_id;not an integer
3567;kunden_id;not an integer
3568;kunden_id;not an integer
3569;kunden_id;not an integer
3570;kunden_id;not an integer
3570;punkte;must be 1-5
3571;kunden_id;not an integer
3572;kunden_id;not an integer
3572;punkte;must be 1-5
3573;kunden_id;not an integer
3574;kunden_id;not an integer
3575;kunden_id;not an integer
3576;kunden_id;not an integer
3577;kunden_id;not an integer
3578;kunden_id;not an integer
3579;kunden_id;not an integer
3579;punkte;must be 1-5
3580;kunden_id;not an integer
3580;punkte;must be 1-5
3581;kunden_id;not an integer
3582;kunden_id;not an integer
3582;punkte;must be 1-5
3583;kunden_id;not an integer
3584;kunden_id;not an integer
3584;punkte;must be 1-5
3585;kunden_id;not an integer
3585;punkte;must be 1-5
3586;kunden_id;not an integer
3587;kunden_id;not an integer
3587;punkte;must be 1-5
3588;kunden_id;not an integer
3588;punkte;must be 1-5
3589;kunden_id;not an integer
3589;punkte;must be 1-5
3590;kunden_id;not an integer
3591;kunden_id;not an integer
3592;kunden_id;not an integer
3592;punkte;must be 1-5
3593;kunden_id;not an integer
3593;punkte;must be 1-5
3594;kunden_id;not an integer
3594;punkte;must be 1-5
3595;kunden_id;not an integer
3595;punkte;must be 1-5
3596;kunden_id;not an integer
3597;kunden_id;not an integer
3597;punkte;must be 1-5
3598;kunden_id;not an integer
3599;kunden_id;not an integer
3600;kunden_id;not an integer
3601;kunden_id;not an integer
3601;punkte;must be 1-5
3602;kunden_id;not an integer
3603;kunden_id;not an integer
3604;kunden_id;not an integer
3605;kunden_id;not an integer
3605;punkte;must be 1-5
3606;kunden_id;not an integer
3606;punkte;must be 1-5
3607;kunden_id;not an integer
3607;punkte;must be 1-5
3608;kunden_id;not an integer
3608;punkte;must be 1-5
3609;kunden_id;not an integer
3610;kunden_id;not an integer
3611;kunden_id;not an integer
3612;kunden_id;not an integer
3612;punkte;must be 1-5
3613;kunden_id;not an integer
3614;kunden_id;not an integer
3615;kunden_id;not an integer
3615;punkte;must be 1-5
3616;kunden_id;not an integer
3616;punkte;must be 1-5
3617;kunden_id;not an integer
3618;kunden_id;not an integer
3618;punkte;must be 1-5
3619;kunden_id;not an integer
3620;kunden_id;not an integer
3621;kunden_id;not an integer
3622;kunden_id;not an integer
3623;kunden_id;not an integer
3623;punkte;must be 1-5
3624;kunden_id;not an integer
3624;punkte;must be 1-5
3625;kunden_id;not an integer
3626;kunden_id;not an integer
3626;punkte;must be 1-5
3627;kunden_id;not an integer
3628;kunden_id;not an integer
3629;kunden_id;not an integer
3629;punkte;must be 1-5
3630;kunden_id;not an integer
3630;punkte;must be 1-5
3631;kunden_id;not an integer
3631;punkte;must be 1-5
3632;kunden_id;not an integer
3633;kunden_id;not an integer
3633;punkte;must be 1-5
3634;kunden_id;not an integer
3635;kunden_id;not an integer
3635;punkte;must be 1-5
3636;kunden_id;not an integer
3636;punkte;must be 1-5
3637;kunden_id;not an integer
3637;punkte;must be 1-5
3638;kunden_id;not an integer
3638;punkte;must be 1-5
3639;kunden_id;not an integer
3640;kunden_id;not an integer
3640;punkte;must be 1-5
3641;kunden_id;not an integer
3642;kunden_id;not an integer
3642;punkte;must be 1-5
3643;kunden_id;not an integer
3644;kunden_id;not an integer
3644;punkte;must be 1-5
3645;kunden_id;not an integer
3646;kunden_id;not an integer
3646;punkte;must be 1-5
3647;kunden_id;not an integer
3648;kunden_id;not an integer
3649;kunden_id;not an integer
3650;kunden_id;not an integer
3650;punkte;must be 1-5
3651;kunden_id;not an integer
3651;punkte;must be 1-5
3652;kunden_id;not an integer
3652;punkte;must be 1-5
3653;kunden_id;not an integer
3653;punkte;must be 1-5
3654;kunden_id;not an integer
3654;punkte;must be 1-5
3655;kunden_id;not an integer
3656;kunden_id;not an integer
3656;punkte;must be 1-5
3657;kunden_id;not an integer
3658;kunden_id;not an integer
3658;punkte;must be 1-5
3659;kunden_id;not an integer
3660;kunden_id;not an integer
3661;kunden_id;not an integer
3661;punkte;must be 1-5
3662;kunden_id;not an integer
3662;punkte;must be 1-5
3663;kunden_id;not an integer
3663;punkte;must be 1-5
3664;kunden_id;not an integer
3664;punkte;must be 1-5
3665;kunden_id;not an integer
3666;kunden_id;not an integer
3667;kunden_id;not an integer
3668;kunden_id;not an integer
3668;punkte;must be 1-5
3669;kunden_id;not an integer
3669;punkte;must be 1-5
3670;kunden_id;not an integer
3670;punkte;must be 1-5
3671;kunden_id;not an integer
3671;punkte;must be 1-5
3672;kunden_id;not an integer
3672;punkte;must be 1-5
3673;kunden_id;not an integer
3673;punkte;must be 1-5
3674;kunden_id;not an integer
3674;punkte;must be 1-5
3675;kunden_id;not an integer
3676;kunden_id;not an integer
3677;kunden_id;not an integer
3677;punkte;must be 1-5
3678;kunden_id;not an integer
3678;punkte;must be 1-5
3679;kunden_id;not an integer
3679;punkte;must be 1-5
3680;kunden_id;not an integer
3681;kunden_id;not an integer
3682;kunden_id;not an integer
3683;kunden_id;not an integer
3684;kunden_id;not an integer
3684;punkte;must be 1-5
3685;kunden_id;not an integer
3685;punkte;must be 1-5
3686;kunden_id;not an integer
3686;punkte;must be 1-5
3687;kunden_id;not an integer
3688;kunden_id;not an integer
3689;kunden_id;not an integer
3689;punkte;must be 1-5
3690;kunden_id;not an integer
3690;punkte;must be 1-5
3691;kunden_id;not an integer
3691;punkte;must be 1-5
3692;kunden_id;not an integer
3693;kunden_id;not an integer
3694;kunden_id;not an integer
3694;punkte;must be 1-5
3695;kunden_id;not an integer
3696;kunden_id;not an integer
3697;kunden_id;not an integer
3697;punkte;must be 1-5
3698;kunden_id;not an integer
3698;punkte;must be 1-5
3699;kunden_id;not an integer
3699;punkte;must be 1-5
3700;kunden_id;not an integer
3700;punkte;must be 1-5
3701;kunden_id;not an integer
